TRAVELER_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD,PAYMENT_DT_HOUR,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION
h000871,2306280003,1,0,0,1,3,5911002124.0,은식당,제주특별자치도 서귀포시 대정읍 최남단해안로 578,제주특별자치도 서귀포시 대정읍 상모리 133-6,3350261.0,5013025021.0,2023-06,1,44500.0,,,15,인천광역시,제주
h000871,2306280005,1,0,0,1,3,6163105158.0,문치비,제주특별자치도 서귀포시 신서로32번길 14,제주특별자치도 서귀포시 강정동 172-2,4850543.0,5013011600.0,2023-06,1,78000.0,흑돼지;흑돼지 김치찌개;맥주;공기밥,,21,인천광역시,제주
h000871,2306290004,1,0,0,1,3,1082796317.0,서귀포밀면,제주특별자치도 서귀포시 토평로50번길 28,제주특별자치도 서귀포시 토평동 1275,4850999.0,5013011100.0,2023-06,1,25000.0,물밀면;비빔밀면(곱),,13,인천광역시,제주
h000871,2306290006,1,0,0,1,3,6160955943.0,바다풍경,제주특별자치도 서귀포시 성산읍 일출로288번길 17,제주특별자치도 서귀포시 성산읍 성산리 297-1,4850750.0,5013025921.0,2023-06,1,59000.0,바다풍경조림 소;바다풍경 뚝배기;소주;음료수;공기밥,,20,인천광역시,제주
h000871,2306300002,1,0,0,1,3,5448501864.0,(주)우동카덴[제주],제주특별자치도 제주시 조천읍 교래3길 23,제주특별자치도 제주시 조천읍 교래리 550-1,4847221.0,5011025929.0,2023-06,1,42000.0,카케우동;카레우동;치쿠타마텐;에비마요;유부초밥,,12,인천광역시,제주
h000871,2306300004,1,0,0,1,3,6163013928.0,보스코,제주특별자치도 제주시 수목원길 27,제주특별자치도 제주시 연동 1315,4848054.0,5011013700.0,2023-06,1,42000.0,유채꽃현무암피자;사이다;리보스코맥주,,17,인천광역시,제주
h000871,2306300001,2,0,0,1,3,5838100289.0,(주)지오자오,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34,제주특별자치도 서귀포시 성산읍 고성리 443-1,4850444.0,5013025924.0,2023-06,1,15000.0,미용소금;제주소품,,11,인천광역시,제주
h000871,2306290002,3,0,0,1,3,4668600728.0,고도농원,제주특별자치도 서귀포시 토평공단로 78-22,제주특별자치도 서귀포시 토평동 1802,3350277.0,5013011100.0,2023-06,1,36000.0,[투어패스]2인승카트 탑승권 구입,,11,인천광역시,제주
h000873,2307010003,1,0,0,1,2,3615000443.0,골막식당,제주특별자치도 제주시 천수로 12,제주특별자치도 제주시 이도이동 362-1,3349190.0,5011010400.0,2023-07,1,17000.0,곱빼기;보통,,07,울산광역시,제주
h000873,2307010007,1,0,0,1,2,8425800536.0,자드부팡,제주특별자치도 제주시 조천읍 북흘로 385-216,제주특별자치도 제주시 조천읍 선흘리 954,3349077.0,5011025930.0,2023-07,1,8000.0,,,11,울산광역시,제주
h000873,2307010008,1,0,0,1,2,8160303062.0,비케이브,제주특별자치도 제주시 조천읍 동백로 122,제주특별자치도 제주시 조천읍 선흘리 161-6,3349057.0,5011025930.0,2023-07,1,12000.0,아이스크림;카모마일i,,12,울산광역시,제주
h000873,2307010010,1,0,0,1,2,1361404559.0,카페글렌코,제주특별자치도 제주시 구좌읍 비자림로 1202,제주특별자치도 제주시 구좌읍 송당리 2635-8,3349079.0,5011025625.0,2023-07,1,15500.0,카페라떼 ice;아메리카노 ice,,14,울산광역시,제주
h000873,2307010016,1,0,0,1,2,5159093486.0,올레야시장,제주특별자치도 서귀포시 중정로61번길 19,제주특별자치도 서귀포시 서귀동 291-8,4850836.0,5013010100.0,2023-07,1,6000.0,,,19,울산광역시,제주
h000873,2307020001,1,0,0,1,2,1153000560.0,새서울두루치기,제주특별자치도 서귀포시 태평로 406,제주특별자치도 서귀포시 서귀동 582,3350269.0,5013010100.0,2023-07,1,18000.0,,,12,울산광역시,제주
h000873,2307020003,1,0,0,1,2,6201774172.0,아미고라운드,제주특별자치도 서귀포시 하예로19번길 115-6,제주특별자치도 서귀포시 하예동 1346-1,4851088.0,5013012100.0,2023-07,1,12600.0,,,13,울산광역시,제주
h000873,2307020006,1,0,0,1,2,4968802508.0,칠본가,제주특별자치도 제주시 서천길 1,제주특별자치도 제주시 용담이동 2695-4,4847934.0,5011010900.0,2023-07,1,70000.0,,,17,울산광역시,제주
h000873,2307020008,2,0,0,1,2,2018121515.0,스타벅스,제주특별자치도 제주시 월성로 42,제주특별자치도 제주시 용담이동 2754-1,3349171.0,5011010900.0,2023-07,1,17000.0,G)제주금귤듬뿍B;리유저블컵;G)제주말차애플망고,,19,울산광역시,제주
h000873,2307020007,2,0,0,2,2,1102217305.0,태향제주특산물할인매장,제주특별자치도 제주시 동문로4길 24,제주특별자치도 제주시 일도일동 1481-4,4847601.0,5011010100.0,2023-07,1,5000.0,,,18,울산광역시,제주
h000873,2307020005,1,1,1,1,2,4171731000.0,해화탕,제주특별자치도 제주시 한림읍 일주서로 5855,제주특별자치도 제주시 한림읍 귀덕리 1030-1,3349236.0,5011025021.0,2023-07,1,13900.0,해화탕라떼;애플유자티,,15,울산광역시,제주
h000873,2307010014,2,1,1,1,2,8219201226.0,마마네,제주특별자치도 서귀포시 중앙로48번길 13,제주특별자치도 서귀포시 서귀동 276-16,4850825.0,5013010100.0,2023-07,1,25000.0,,,19,울산광역시,제주
h000873,2307010017,2,1,1,1,2,7463400566.0,CU,제주특별자치도 서귀포시 중동로48번길 11,제주특별자치도 서귀포시 서귀동 255-4,4850759.0,5013010100.0,2023-07,1,14450.0,메디안센서티브칫솔;크로넨버그1664블랑캔;배상면)심술7도;카스레몬스퀴즈캔;빅컵얼음,,19,울산광역시,제주
h000874,2306190003,1,0,0,1,3,4658102354.0,주식회사더제이원코리아,제주특별자치도 제주시 원노형로 40,제주특별자치도 제주시 노형동 939-6,3349162.0,5011012200.0,2023-06,1,32000.0,해장국;내장탕 ,,08,서울특별시,제주
h000874,2306190006,1,0,0,1,3,,메가커피,제주특별자치도 제주시 서해안로 242,제주특별자치도 제주시 도두일동 1732,3349093.0,5011012700.0,2023-06,1,4000.0,(ICE)아메리카노,,10,서울특별시,제주
h000874,2306190007,1,0,0,1,3,,제주돌창고,제주특별자치도 제주시 한경면 조수7길 8,제주특별자치도 제주시 한경면 조수리 113-6,4848701.0,5011031026.0,2023-06,1,23000.0,,,11,서울특별시,제주
h000874,2306200006,1,0,0,1,3,6688700812.0,주식회사 씨앤모어,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-17,3350251.0,5013011900.0,2023-06,1,46000.0,피나콜라다;블루웨이브;잭 애플 하이볼,,21,서울특별시,제주
h000874,2306200007,1,0,0,1,3,6731401463.0,할맥,제주특별자치도 서귀포시 천제연로 200,제주특별자치도 서귀포시 중문동 2028-3,3350258.0,5013011200.0,2023-06,1,42500.0,할맥;갈릭빠다포테이토;살얼음파인애플;반건조오징어,,00,서울특별시,제주
h000874,2306210001,1,0,0,1,3,7661200404.0,고집돌우럭,제주특별자치도 서귀포시 일주서로 879,제주특별자치도 서귀포시 색달동 2351,3349236.0,5013011900.0,2023-06,1,48000.0,런치A,,11,서울특별시,제주
h000874,2306190003,1,0,0,2,3,4658102354.0,주식회사더제이원코리아,제주특별자치도 제주시 원노형로 40,제주특별자치도 제주시 노형동 939-6,3349162.0,5011012200.0,2023-06,1,5000.0,소주,,09,서울특별시,제주
h000874,2306200002,2,1,1,1,3,,CU,제주특별자치도 제주시 한림읍 한림로 242,제주특별자치도 제주시 한림읍 금능리 1474-11,3349208.0,5011025033.0,2023-06,1,9500.0,,,11,서울특별시,제주
h000874,2306200003,2,1,1,1,3,2764700164.0,제주빛깔,제주특별자치도 제주시 조천읍 조함해안로 29,제주특별자치도 제주시 조천읍 조천리 2683,3349182.0,5011025923.0,2023-06,1,20000.0,아메리카노(ICE);한라봉스무디;리얼밀크쉐이크,,14,서울특별시,제주
h000874,2306210002,2,1,1,1,3,1738200167.0,제주로컬푸드 연동점,제주특별자치도 제주시 일주서로 7815,제주특별자치도 제주시 연동 2412-2,3349236.0,5011013700.0,2023-06,1,106500.0,가파도삼춘진심샌드;우도땅콩로쉐;아침미소우유웨하스;제주라면(썸제주);구운찰떡구좌당근소보루;제주돈육포(매운맛),,14,서울특별시,제주
h000874,2306190012,6,1,1,1,3,6168218034.0,한경농협복지타운(대중탕),제주특별자치도 제주시 한경면 신한로 76,제주특별자치도 제주시 한경면 신창리 18-2,3349121.0,5011031028.0,2023-06,1,15000.0,,,17,서울특별시,제주
h000877,2306280002,1,0,0,1,9,1600501776.0,덕천연수원,제주특별자치도 제주시 구좌읍 중산간동로 1941,제주특별자치도 제주시 구좌읍 덕천리 1287,3349238.0,5011025624.0,2023-06,1,377000.0,된장찌개;폭탄주먹밥;김치말이국수(온);음료;김치말이국수(냉),,21,울산광역시,제주
h000877,2306290003,1,0,0,1,9,2018121515.0,스타벅스,제주특별자치도 서귀포시 성산읍 일출로 80,제주특별자치도 서귀포시 성산읍 고성리 238,3350244.0,5013025924.0,2023-06,1,98800.0,땅콩치즈케이크;한라봉크림케이크;G)DCF아메리카노;G)DCF카페라떼;G)카페라떼,,11,울산광역시,제주
h000877,2306290006,1,0,0,1,9,6570502115.0,섬소나이,제주특별자치도 제주시 우도면 우도해안길 814,제주특별자치도 제주시 우도면 연평리 1290-6,4848460.0,5011033021.0,2023-06,1,208000.0,백짬;츠리플피자;소섬피자;땡짬;백짬소섬,,14,울산광역시,제주
h000877,2306290007,1,0,0,1,9,6162818124.0,우땅,제주특별자치도 제주시 우도면 우도해안길 352,제주특별자치도 제주시 우도면 연평리 2395-3,4848460.0,5011033021.0,2023-06,1,74000.0,,,16,울산광역시,제주
h000877,2306290008,1,0,0,1,9,8828701611.0,명진전복 주식회사,제주특별자치도 제주시 구좌읍 해맞이해안로 1282,제주특별자치도 제주시 구좌읍 평대리 515-28,3349242.0,5011025633.0,2023-06,1,372000.0,전복죽;전복돌솥밥;전복구이;전복회,,18,울산광역시,제주
h000877,2306290009,1,0,0,1,9,1600501776.0,덕천연수원카페테리아,제주특별자치도 제주시 구좌읍 중산간동로 1941,제주특별자치도 제주시 구좌읍 덕천리 1287,3349238.0,5011025624.0,2023-06,1,24000.0,팥빙수,,21,울산광역시,제주
h000877,2306300001,1,0,0,1,9,4494500808.0,빽다방,제주특별자치도 제주시 조천읍 조함해안로 450,제주특별자치도 제주시 조천읍 함덕리 1025,3349182.0,5011025924.0,2023-06,1,42100.0,아메리카노(HOT);토미넛라떼(ICED);달달연유라떼(ICED);미숫가루(우유);빽s카페라떼(HOT),,11,울산광역시,제주
h000877,2306300002,1,0,0,1,9,3998602649.0,(주)엠지컴퍼니,제주특별자치도 제주시 조천읍 조함해안로 356,제주특별자치도 제주시 조천읍 신흥리 15,3349182.0,5011025925.0,2023-06,1,204000.0,마늘SET;당근SET,,00,울산광역시,제주
h000877,2306300004,1,0,0,1,9,5718501186.0,애월빵공장앤카페,제주특별자치도 제주시 애월읍 금성5길 42-15,제주특별자치도 제주시 애월읍 금성리 472-13,4847306.0,5011025338.0,2023-06,1,19000.0,현무암세트3,,17,울산광역시,제주
h000877,2307010003,1,0,0,1,9,2488700734.0,주식회사 고등어쌈밥,제주특별자치도 제주시 애월읍 일주서로 7213,제주특별자치도 제주시 애월읍 하귀1리 266-1,3349236.0,5011025340.0,2023-07,1,129600.0,,,00,울산광역시,제주
h000877,2307010005,1,0,0,1,9,5448501864.0,(주)우동카덴(제주),제주특별자치도 제주시 조천읍 교래3길 23,제주특별자치도 제주시 조천읍 교래리 550-1,4847221.0,5011025929.0,2023-07,1,24000.0,,,16,울산광역시,제주
h000877,2307010006,1,0,0,1,9,5551701676.0,숙성도,제주특별자치도 서귀포시 일주서로 966,제주특별자치도 서귀포시 색달동 2123,3349236.0,5013011900.0,2023-07,1,87000.0,흑삼겹살;진로;카스;1%목살;공기밥,,21,울산광역시,제주
h000877,2306300003,2,0,0,1,9,4179440908.0,우리수산,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-06,1,158000.0,,,15,울산광역시,제주
h000877,2306290005,3,0,0,1,9,,우도하이킹레저,제주특별자치도 제주시 우도면 우도해안길 352,제주특별자치도 제주시 우도면 연평리 2395-3,4848460.0,5011033021.0,2023-06,1,175000.0,,,13,울산광역시,제주
h000877,2306280002,1,0,0,2,9,1600501776.0,덕천연수원 카페테리아,제주특별자치도 제주시 구좌읍 중산간동로 1941,제주특별자치도 제주시 구좌읍 덕천리 1287,3349238.0,5011025624.0,2023-06,1,40500.0,팥 추가;콩고물빙수,,21,울산광역시,제주
h000877,2306300005,1,1,1,1,9,1600501776.0,덕천연수원 카페테리아,제주특별자치도 제주시 구좌읍 중산간동로 1941,제주특별자치도 제주시 구좌읍 덕천리 1287,3349238.0,5011025624.0,2023-06,1,21900.0,불고기피자;갈릭피자,,19,울산광역시,제주
h000877,2307020002,3,1,1,1,9,6168300278.0,용두암공영주차장,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담이동 483,4848413.0,5011010900.0,2023-07,1,1000.0,주차비,,12,울산광역시,제주
h000877,2307010001,3,3,3,1,9,6168300017.0,한라산 성판악 주차장,제주특별자치도 제주시 조천읍 516로 1865,제주특별자치도 제주시 조천읍 교래리 산 137-24,3020004.0,5011025929.0,2023-07,1,1800.0,주차비,,07,울산광역시,제주
h000881,2306180003,1,0,0,1,1,5947500177.0,영육일삼,제주특별자치도 서귀포시 이어도로 679,제주특별자치도 서귀포시 강정동 2637-1,3350237.0,5013011600.0,2023-06,1,16000.0,냉소바정식 ,,13,제주특별자치도,제주
h000881,2306180007,1,0,0,1,1,2930701541.0,떡군이네떡볶이,제주특별자치도 서귀포시 신북로 50,제주특별자치도 서귀포시 강정동 130-11,3350354.0,5013011600.0,2023-06,3,26400.0,김충기 꽃삼겹 도시락1개,,20,제주특별자치도,제주
h000881,2306180002,3,0,0,1,1,6168204092.0,제주특별자치도관광협회,제주특별자치도 제주시 서광로29길 8,제주특별자치도 제주시 이도일동 1786-14,4847894.0,5011010300.0,2023-06,3,14000.0,[하이제주모바일할인쿠폰]서귀포유람선 승선권 구입,,19,제주특별자치도,제주
h000881,2306180007,1,1,1,1,1,6163127152.0,GS25,제주특별자치도 서귀포시 신서로48번길 52-11,제주특별자치도 서귀포시 법환동 740-7,4850544.0,5013010200.0,2023-06,1,5600.0,CJ)맥스봉;도도한나쵸치즈;켈리캔,,21,제주특별자치도,제주
h000881,2306180005,2,1,1,1,1,2018121515.0,스타벅스,제주특별자치도 서귀포시 일주서로 11,제주특별자치도 서귀포시 강정동 246,3349236.0,5013011600.0,2023-06,1,31000.0,제주볼펜세트;제주우드커트러리,,14,제주특별자치도,제주
h000884,2306100003,1,0,0,1,4,4482400187.0,서황,제주특별자치도 제주시 애월읍 장소로 205-2,제주특별자치도 제주시 애월읍 소길리 794-1,3349175.0,5011025328.0,2023-06,1,56000.0,샐러드우동;생선카츠;서황카츠;안심카츠,,15,대전광역시,제주
h000884,2306110001,1,0,0,1,4,2290763323.0,미풍해장국,제주특별자치도 서귀포시 표선면 표선중앙로58번길 33,제주특별자치도 서귀포시 표선면 표선리 1615-3,4851032.0,5013032021.0,2023-06,1,31000.0,공기밥;해장국백반 ,,10,대전광역시,제주
h000884,2306110005,1,0,0,1,4,2705300487.0,남원흑돼지연탄골목,제주특별자치도 서귀포시 남원읍 태위로495번길 7,제주특별자치도 서귀포시 남원읍 남원리 2317-20,4850923.0,5013025321.0,2023-06,1,100000.0,3인세트;소주;공기밥;김치말이국수,,20,대전광역시,제주
h000884,2306120005,1,0,0,1,4,3983100895.0,제미니국수,제주특별자치도 서귀포시 쇠소깍로 134,제주특별자치도 서귀포시 하효동 995-6,3350171.0,5013010800.0,2023-06,1,18000.0,,,13,대전광역시,제주
h000884,2306130002,1,0,0,1,4,6162882534.0,논짓물,제주특별자치도 제주시 신대로12길 41,제주특별자치도 제주시 연동 282-21,4848086.0,5011013700.0,2023-06,1,63000.0,전복뚝배기;고등어구이;공기밥,,12,대전광역시,제주
h000884,2306100004,2,0,0,1,4,6168226325.0,표선농협하나로마트,제주특별자치도 서귀포시 표선면 가시로 16,제주특별자치도 서귀포시 표선면 표선리 2033,3350006.0,5013032021.0,2023-06,1,89720.0,제주삼다수;가리비;대찬수산;활어류;멍게,,16,대전광역시,제주
h000884,2306110002,2,0,0,1,4,6248102142.0,아쿠아플라넷 주식회사,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,제주특별자치도 서귀포시 성산읍 고성리 127-1,3350153.0,5013025924.0,2023-06,1,87000.0,jn_메갈로돈;jn_공룡윈도우세트(6종),,14,대전광역시,제주
h000884,2306120003,2,0,0,1,4,3672401586.0,큰엉제주몽땅소품샵및편의점,제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3,3350268.0,5013025321.0,2023-06,1,27000.0,냉장쥬스;감성소품,,10,대전광역시,제주
